slot_number,idx_regular_days,idx_promo_days,total_overlapping_days_regular,regular_to_promo_gap,total_overlapping_days_promo,competing_promo_days,sku_B_regular_avg_sales,sku_B_avg_sales_during_promo_sku_A,diff_in_units_from_reg_to_promo,diff_in_units_from_promo_to_pos_promo,ratio_change,avg_actual,avg_predicted,avg_abs_effect,cum_abs_effect,posterior_tail_prob,prob_causal_effect,store_id,product_id_A,product_id_B
0,"[Timestamp('2017-06-15 00:00:00'), Timestamp('2017-09-29 00:00:00')]","[Timestamp('2018-05-10 00:00:00'), Timestamp('2018-05-23 00:00:00')]",76,222,14,0,3.200131578947368,1.0457142857142858,2.1544172932330823,-1.5152857142857141,0.6732277220743977,1.0457142857142858,2.8884088939101757,-1.84269460819589,-25.797724514742463,0.03596403596403597,96.40359640359641,S0001,P0316,P0054
0,"[Timestamp('2017-06-17 00:00:00'), Timestamp('2017-09-29 00:00:00')]","[Timestamp('2018-05-19 00:00:00'), Timestamp('2018-05-23 00:00:00')]",67,231,5,0,3.5211940298507463,0.48200000000000004,3.039194029850746,-0.722,0.8631146151237707,0.48200000000000004,3.2186605071945693,-2.736660507194569,-13.683302535972846,0.06493506493506493,93.5064935064935,S0001,P0316,P0079
0,"[Timestamp('2017-06-15 00:00:00'), Timestamp('2018-05-09 00:00:00')]","[Timestamp('2018-05-10 00:00:00'), Timestamp('2018-05-23 00:00:00')]",88,0,14,14,80.08295454545454,44.95,35.13295454545454,-1.688999999999993,0.43870702254764227,44.95,39.36228128112423,5.58771871887577,78.22806206426083,0.22477522477522477,77.52247752247752,S0001,P0316,P0103
0,"[Timestamp('2017-06-15 00:00:00'), Timestamp('2017-09-29 00:00:00')]","[Timestamp('2018-05-17 00:00:00'), Timestamp('2018-05-23 00:00:00')]",83,229,7,0,9.832530120481929,2.8442857142857143,6.988244406196214,-2.379714285714286,0.7107269767360442,2.8442857142857143,9.3388491549851,-6.494563440699386,-45.461944084895705,0.0899100899100899,91.00899100899102,S0001,P0316,P0212
0,"[Timestamp('2017-06-15 00:00:00'), Timestamp('2018-05-09 00:00:00')]","[Timestamp('2018-05-10 00:00:00'), Timestamp('2018-05-23 00:00:00')]",80,0,14,0,7.41625,2.9092857142857147,4.506964285714285,-2.4587142857142856,0.6077147191254725,2.9092857142857147,3.395215448873224,-0.4859297345875091,-6.80301628422513,0.3226773226773227,67.73226773226773,S0001,P0316,P0333
0,"[Timestamp('2017-06-15 00:00:00'), Timestamp('2018-05-09 00:00:00')]","[Timestamp('2018-05-10 00:00:00'), Timestamp('2018-05-23 00:00:00')]",62,0,9,0,3.366774193548387,1.338888888888889,2.027885304659498,-1.661111111111111,0.6023229323028115,0.8607142857142858,3.282531858583959,-2.4218175728696734,-33.90544602017543,0.06593406593406594,93.4065934065934,S0001,P0316,P0561
2,"[Timestamp('2019-02-27 00:00:00'), Timestamp('2019-04-17 00:00:00')]","[Timestamp('2019-04-18 00:00:00'), Timestamp('2019-04-22 00:00:00')]",26,0,5,0,16.158076923076923,4.322,11.836076923076924,-30.256000000000004,0.7325176739425389,4.322,14.380598827643905,-10.058598827643905,-50.29299413821953,0.16683316683316685,83.31668331668331,S0085,P0340,P0130
0,"[Timestamp('2017-01-06 00:00:00'), Timestamp('2017-04-19 00:00:00')]","[Timestamp('2017-04-20 00:00:00'), Timestamp('2017-04-24 00:00:00')]",17,0,5,0,5.823529411764706,3.3,2.523529411764706,-6.05,0.43333333333333335,3.3,7.447386213705087,-4.147386213705087,-20.736931068525436,0.13586413586413587,86.4135864135864,S0085,P0340,P0140
2,"[Timestamp('2019-03-20 00:00:00'), Timestamp('2019-04-17 00:00:00')]","[Timestamp('2019-04-18 00:00:00'), Timestamp('2019-04-22 00:00:00')]",12,0,5,0,4.081666666666666,0.0,4.081666666666666,-7.3469999999999995,1.0,0.0,1.6962621817845165,-1.6962621817845165,-8.481310908922582,0.27172827172827174,72.82717282717283,S0085,P0340,P0187
2,"[Timestamp('2019-02-27 00:00:00'), Timestamp('2019-04-17 00:00:00')]","[Timestamp('2019-04-18 00:00:00'), Timestamp('2019-04-22 00:00:00')]",35,0,5,0,4.671428571428572,0.0,4.671428571428572,-1.29,1.0,0.0,3.485835954622641,-3.485835954622641,-17.429179773113205,0.16083916083916083,83.91608391608392,S0085,P0340,P0227
0,"[Timestamp('2019-07-29 00:00:00'), Timestamp('2019-09-12 00:00:00')]","[Timestamp('2019-10-23 00:00:00'), Timestamp('2019-10-29 00:00:00')]",30,40,7,0,8.766666666666667,3.955714285714286,4.810952380952381,-2.964285714285714,0.5487778381314503,3.955714285714286,7.740274507517514,-3.7845602218032277,-26.491921552622596,0.18281718281718282,81.71828171828172,S0110,P0559,P0219
0,"[Timestamp('2019-07-29 00:00:00'), Timestamp('2019-10-12 00:00:00')]","[Timestamp('2019-10-13 00:00:00'), Timestamp('2019-10-29 00:00:00')]",35,0,9,0,6.401142857142858,2.2633333333333336,4.1378095238095245,-3.8466666666666667,0.646417306433375,1.4376470588235295,8.82365113812439,-7.386004079300861,-125.56206934811462,0.000999000999000999,99.9000999000999,S0110,P0559,P0261
3,"[Timestamp('2018-03-14 00:00:00'), Timestamp('2018-03-29 00:00:00')]","[Timestamp('2018-03-30 00:00:00'), Timestamp('2018-04-11 00:00:00')]",16,0,10,0,4.029375,2.0149999999999997,2.0143750000000002,-1.2080000000000006,0.4999224445478518,1.5499999999999998,4.030667319649053,-2.4806673196490534,-32.248675155437695,0.04695304695304695,95.30469530469531,S0066,P0305,P0035
1,"[Timestamp('2017-09-07 00:00:00'), Timestamp('2017-11-15 00:00:00')]","[Timestamp('2017-11-16 00:00:00'), Timestamp('2017-11-28 00:00:00')]",59,0,13,0,3.87864406779661,1.416923076923077,2.461720990873533,-0.5730769230769228,0.6346859747489008,1.416923076923077,3.7871707083542128,-2.370247631431136,-30.813219208604764,0.17182817182817184,82.81718281718283,S0066,P0305,P0325
0,"[Timestamp('2019-03-02 00:00:00'), Timestamp('2019-04-18 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",29,0,5,0,5.833103448275862,0.0,5.833103448275862,-4.229,1.0,0.0,4.473267767977839,-4.473267767977839,-22.366338839889195,0.2807192807192807,71.92807192807193,S0085,P0102,P0005
0,"[Timestamp('2019-03-03 00:00:00'), Timestamp('2019-03-28 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",20,21,5,0,8.3265,0.0,8.3265,-5.551,1.0,0.0,8.530031748456324,-8.530031748456324,-42.65015874228162,0.21478521478521478,78.52147852147853,S0085,P0102,P0122
0,"[Timestamp('2019-02-28 00:00:00'), Timestamp('2019-04-18 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",33,0,5,0,18.11242424242424,6.484,11.62842424242424,-30.255000000000003,0.642013685566579,6.484,14.334968626523601,-7.850968626523601,-39.25484313261801,0.21578421578421578,78.42157842157842,S0085,P0102,P0130
0,"[Timestamp('2019-03-18 00:00:00'), Timestamp('2019-04-18 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",15,0,5,0,3.265333333333333,0.0,3.265333333333333,-7.3469999999999995,1.0,0.0,1.537509831319762,-1.537509831319762,-7.687549156598809,0.2837162837162837,71.62837162837164,S0085,P0102,P0187
0,"[Timestamp('2019-03-11 00:00:00'), Timestamp('2019-04-14 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",22,4,5,0,22.89272727272727,0.0,22.89272727272727,-19.45,1.0,0.0,32.905741283894486,-32.905741283894486,-164.52870641947243,0.011988011988011988,98.8011988011988,S0085,P0102,P0439
0,"[Timestamp('2019-02-28 00:00:00'), Timestamp('2019-04-18 00:00:00')]","[Timestamp('2019-04-19 00:00:00'), Timestamp('2019-04-23 00:00:00')]",38,0,5,0,10.677105263157895,0.0,10.677105263157895,-3.3810000000000002,1.0,0.0,9.093160482710392,-9.093160482710392,-45.465802413551955,0.15084915084915085,84.91508491508492,S0085,P0102,P0491
1,"[Timestamp('2019-08-28 00:00:00'), Timestamp('2019-09-25 00:00:00')]","[Timestamp('2019-09-26 00:00:00'), Timestamp('2019-09-30 00:00:00')]",29,0,5,0,10.551724137931034,5.1,5.451724137931034,-15.299999999999999,0.5166666666666667,5.1,10.494133012098438,-5.394133012098438,-26.970665060492188,0.11488511488511488,88.51148851148851,S0097,P0130,P0140
0,"[Timestamp('2018-09-26 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-22 00:00:00')]",69,0,5,0,4.944782608695652,1.516,3.428782608695652,-4.55,0.693414226677218,1.516,5.173252341731316,-3.657252341731316,-18.286261708656582,0.11488511488511488,88.51148851148851,S0097,P0130,P0280
0,"[Timestamp('2018-09-24 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-22 00:00:00')]",53,0,5,0,3.7358490566037736,0.0,3.7358490566037736,-3.6,1.0,0.0,3.3483035224128956,-3.3483035224128956,-16.741517612064477,0.22277722277722278,77.72227772227772,S0097,P0130,P0611
3,"[Timestamp('2018-03-09 00:00:00'), Timestamp('2018-03-22 00:00:00')]","[Timestamp('2018-04-20 00:00:00'), Timestamp('2018-04-24 00:00:00')]",14,28,5,0,3.934285714285714,0.0,3.934285714285714,-3.4659999999999997,1.0,0.0,3.9325112855374926,-3.9325112855374926,-19.662556427687463,0.2177822177822178,78.22177822177822,S0038,P0679,P0046
0,"[Timestamp('2017-03-08 00:00:00'), Timestamp('2017-05-07 00:00:00')]","[Timestamp('2017-05-08 00:00:00'), Timestamp('2017-05-13 00:00:00')]",59,0,6,0,12.474915254237288,4.2299999999999995,8.244915254237288,-0.8460000000000001,0.6609195402298851,4.2299999999999995,12.080044408542802,-7.850044408542803,-47.100266451256815,0.15484515484515485,84.51548451548452,S0038,P0679,P0129
3,"[Timestamp('2018-03-09 00:00:00'), Timestamp('2018-04-19 00:00:00')]","[Timestamp('2018-04-20 00:00:00'), Timestamp('2018-04-24 00:00:00')]",21,0,5,0,6.282857142857143,0.0,6.282857142857143,-4.398,1.0,0.0,3.6044239953116977,-3.6044239953116977,-18.02211997655849,0.21678321678321677,78.32167832167832,S0038,P0679,P0129
0,"[Timestamp('2017-03-08 00:00:00'), Timestamp('2017-05-07 00:00:00')]","[Timestamp('2017-05-08 00:00:00'), Timestamp('2017-05-13 00:00:00')]",55,0,6,0,5.682909090909091,3.36,2.3229090909090915,-1.6809999999999996,0.4087535193242898,3.36,5.409442044835921,-2.049442044835921,-12.296652269015528,0.3036963036963037,69.63036963036964,S0038,P0679,P0171
4,"[Timestamp('2018-08-14 00:00:00'), Timestamp('2018-12-21 00:00:00')]","[Timestamp('2018-12-22 00:00:00'), Timestamp('2018-12-27 00:00:00')]",45,0,6,0,14.02688888888889,2.245,11.78188888888889,-1.7960000000000003,0.8399502542735382,2.245,7.319945222366409,-5.074945222366409,-30.449671334198456,0.22677322677322678,77.32267732267732,S0038,P0679,P0171
4,"[Timestamp('2018-08-14 00:00:00'), Timestamp('2018-12-21 00:00:00')]","[Timestamp('2018-12-22 00:00:00'), Timestamp('2018-12-27 00:00:00')]",28,0,6,0,4.1432142857142855,2.105,2.0382142857142855,-2.946,0.49194034996983016,2.105,1.9179526671790612,0.18704733282093877,1.122283996925633,0.4925074925074925,50.74925074925075,S0038,P0679,P0353
4,"[Timestamp('2018-08-14 00:00:00'), Timestamp('2018-12-21 00:00:00')]","[Timestamp('2018-12-22 00:00:00'), Timestamp('2018-12-27 00:00:00')]",44,0,6,0,5.17340909090909,0.0,5.17340909090909,-8.083,1.0,0.0,4.660278668071376,-4.660278668071376,-27.961672008428256,0.11688311688311688,88.31168831168831,S0038,P0679,P0390
5,"[Timestamp('2018-12-28 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",10,0,5,0,5.474,0.0,5.474,-4.296,1.0,0.0,4.825864050757188,-4.825864050757188,-24.12932025378594,0.07192807192807193,92.8071928071928,S0038,P0679,P0390
5,"[Timestamp('2018-12-28 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",10,0,5,0,4.822,0.0,4.822,-33.831,1.0,0.0,19.186796174853228,-19.186796174853228,-95.93398087426614,0.1798201798201798,82.01798201798202,S0038,P0679,P0408
2,"[Timestamp('2018-02-13 00:00:00'), Timestamp('2018-03-02 00:00:00')]","[Timestamp('2018-03-03 00:00:00'), Timestamp('2018-03-08 00:00:00')]",15,0,6,0,9.787333333333333,5.056666666666667,4.730666666666666,-1.011333333333333,0.4833458211293508,5.056666666666667,11.64759546972463,-6.590928803057963,-39.54557281834778,0.15584415584415584,84.4155844155844,S0038,P0679,P0461
2,"[Timestamp('2018-02-13 00:00:00'), Timestamp('2018-03-02 00:00:00')]","[Timestamp('2018-03-03 00:00:00'), Timestamp('2018-03-08 00:00:00')]",15,0,6,0,5.056666666666667,0.0,5.056666666666667,-3.034,1.0,0.0,4.211125091579295,-4.211125091579295,-25.266750549475773,0.10589410589410589,89.41058941058941,S0038,P0679,P0521
4,"[Timestamp('2018-08-16 00:00:00'), Timestamp('2018-12-21 00:00:00')]","[Timestamp('2018-12-22 00:00:00'), Timestamp('2018-12-27 00:00:00')]",42,0,6,0,4.2907142857142855,1.4116666666666668,2.8790476190476184,-1.1303333333333334,0.6709949503357193,1.4116666666666668,2.782099778593263,-1.370433111926596,-8.222598671559576,0.2917082917082917,70.82917082917083,S0038,P0679,P0602
2,"[Timestamp('2018-02-15 00:00:00'), Timestamp('2018-02-27 00:00:00')]","[Timestamp('2018-03-03 00:00:00'), Timestamp('2018-03-08 00:00:00')]",10,3,6,0,6.569,2.19,4.379,-1.0650000000000004,0.6666159232759933,2.19,6.05753750808701,-3.86753750808701,-23.20522504852206,0.1928071928071928,80.71928071928072,S0038,P0679,P0651
2,"[Timestamp('2018-02-13 00:00:00'), Timestamp('2018-02-26 00:00:00')]","[Timestamp('2018-03-04 00:00:00'), Timestamp('2018-03-08 00:00:00')]",11,5,5,0,4.614545454545454,0.0,4.614545454545454,-35.533,1.0,0.0,3.620459926350314,-3.620459926350314,-18.10229963175157,0.3016983016983017,69.83016983016984,S0038,P0679,P0655
1,"[Timestamp('2017-10-28 00:00:00'), Timestamp('2017-12-22 00:00:00')]","[Timestamp('2017-12-23 00:00:00'), Timestamp('2017-12-29 00:00:00')]",12,0,7,0,10.261666666666665,5.28,4.981666666666665,-5.806,0.4854636998538248,5.28,9.822201219650749,-4.542201219650749,-31.79540853755524,0.12987012987012986,87.01298701298701,S0038,P0679,P0681
0,"[Timestamp('2017-03-08 00:00:00'), Timestamp('2017-05-07 00:00:00')]","[Timestamp('2017-05-08 00:00:00'), Timestamp('2017-05-13 00:00:00')]",51,0,6,0,2.3423529411764705,0.0,2.3423529411764705,-1.991,1.0,0.0,2.624138986819558,-2.624138986819558,-15.744833920917348,0.15984015984015984,84.01598401598402,S0038,P0679,P0712
5,"[Timestamp('2018-12-28 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",10,0,5,0,12.455,0.0,12.455,-17.681,1.0,0.0,9.990755652091599,-9.990755652091599,-49.953778260457995,0.06393606393606394,93.6063936063936,S0038,P0679,P0712
3,"[Timestamp('2018-03-09 00:00:00'), Timestamp('2018-04-19 00:00:00')]","[Timestamp('2018-04-20 00:00:00'), Timestamp('2018-04-24 00:00:00')]",37,0,5,0,7.68108108108108,2.186,5.49508108108108,-4.372,0.7154046446164672,2.186,7.304461618443314,-5.118461618443314,-25.59230809221657,0.0979020979020979,90.20979020979021,S0038,P0679,P0730
5,"[Timestamp('2018-12-28 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",10,0,5,0,3.372,0.0,3.372,-6.745,1.0,0.0,7.825605083000559,-7.825605083000559,-39.128025415002796,0.13186813186813187,86.81318681318682,S0038,P0679,P0730
0,"[Timestamp('2017-03-08 00:00:00'), Timestamp('2017-05-07 00:00:00')]","[Timestamp('2017-05-08 00:00:00'), Timestamp('2017-05-13 00:00:00')]",59,0,6,0,4.187457627118644,1.8716666666666668,2.3157909604519773,-3.743333333333333,0.553030303030303,1.8716666666666668,4.337314216615432,-2.4656475499487653,-14.793885299692594,0.17582417582417584,82.41758241758241,S0038,P0679,P0747
0,"[Timestamp('2017-04-30 00:00:00'), Timestamp('2017-09-06 00:00:00')]","[Timestamp('2017-09-07 00:00:00'), Timestamp('2017-09-11 00:00:00')]",14,0,5,0,3.2507142857142854,0.0,3.2507142857142854,-6.068,1.0,0.0,5.44349502758537,-5.44349502758537,-27.21747513792685,0.11988011988011989,88.01198801198801,S0115,P0711,P0355
1,"[Timestamp('2017-10-11 00:00:00'), Timestamp('2018-01-02 00:00:00')]","[Timestamp('2018-01-04 00:00:00'), Timestamp('2018-01-17 00:00:00')]",31,1,8,0,3.553548387096774,0.0,3.553548387096774,-5.508,1.0,0.0,8.812124543225284,-8.812124543225284,-123.36974360515399,0.053946053946053944,94.60539460539461,S0085,P0461,P0046
1,"[Timestamp('2017-10-11 00:00:00'), Timestamp('2018-01-03 00:00:00')]","[Timestamp('2018-01-04 00:00:00'), Timestamp('2018-01-17 00:00:00')]",37,0,10,0,8.681081081081082,2.924,5.757081081081083,-19.244,0.663175591531756,2.0885714285714285,11.644264742347948,-9.55569331377652,-133.77970639287128,0.1918081918081918,80.81918081918083,S0085,P0461,P0059
1,"[Timestamp('2017-10-11 00:00:00'), Timestamp('2018-01-02 00:00:00')]","[Timestamp('2018-01-04 00:00:00'), Timestamp('2018-01-17 00:00:00')]",31,1,14,1,5.081290322580645,2.812857142857143,2.268433179723502,-0.976142857142857,0.44642857142857134,2.812857142857143,7.390424589871527,-4.577567447014384,-64.08594425820138,0.07092907092907093,92.9070929070929,S0085,P0461,P0060
1,"[Timestamp('2017-10-15 00:00:00'), Timestamp('2018-01-03 00:00:00')]","[Timestamp('2018-01-04 00:00:00'), Timestamp('2018-01-17 00:00:00')]",36,0,14,0,5.631111111111111,1.81,3.821111111111111,-7.058999999999999,0.6785714285714286,1.81,4.398838635372803,-2.588838635372803,-36.24374089521925,0.17382617382617382,82.61738261738262,S0085,P0461,P0328
1,"[Timestamp('2017-10-11 00:00:00'), Timestamp('2018-01-03 00:00:00')]","[Timestamp('2018-01-04 00:00:00'), Timestamp('2018-01-17 00:00:00')]",39,0,14,0,5.917179487179487,1.2678571428571428,4.649322344322345,-4.057142857142857,0.7857328570809526,1.2678571428571428,5.0039039828344425,-3.7360468399772997,-52.30465575968219,0.1028971028971029,89.71028971028971,S0085,P0461,P0382
2,"[Timestamp('2018-03-25 00:00:00'), Timestamp('2018-04-04 00:00:00')]","[Timestamp('2018-04-05 00:00:00'), Timestamp('2018-04-09 00:00:00')]",10,0,5,0,2.449,0.0,2.449,-4.898,1.0,0.0,8.594553801993792,-8.594553801993792,-42.97276900996896,0.24075924075924077,75.92407592407594,S0085,P0461,P0435
2,"[Timestamp('2018-03-23 00:00:00'), Timestamp('2018-04-04 00:00:00')]","[Timestamp('2018-04-05 00:00:00'), Timestamp('2018-04-09 00:00:00')]",13,0,5,0,3.553076923076923,1.1019999999999999,2.451076923076923,-0.7410000000000001,0.6898462870751245,1.1019999999999999,3.554138390225963,-2.4521383902259632,-12.260691951129816,0.12887112887112886,87.11288711288712,S0085,P0461,P0453
2,"[Timestamp('2018-03-23 00:00:00'), Timestamp('2018-04-04 00:00:00')]","[Timestamp('2018-04-05 00:00:00'), Timestamp('2018-04-09 00:00:00')]",13,0,5,0,9.713076923076922,2.5260000000000002,7.187076923076923,-9.468,0.7399382276075077,2.5260000000000002,9.70978142618491,-7.183781426184909,-35.918907130924545,0.12187812187812187,87.81218781218782,S0085,P0461,P0651
0,"[Timestamp('2017-08-12 00:00:00'), Timestamp('2017-08-23 00:00:00')]","[Timestamp('2017-08-24 00:00:00'), Timestamp('2017-09-03 00:00:00')]",12,0,11,0,16.919999999999998,4.614545454545454,12.305454545454545,-5.537454545454545,0.7272727272727273,4.614545454545454,16.926366454350035,-12.311820999804581,-135.4300309978504,0.13386613386613386,86.61338661338661,S0085,P0461,P0655
0,"[Timestamp('2017-08-12 00:00:00'), Timestamp('2017-08-23 00:00:00')]","[Timestamp('2017-08-24 00:00:00'), Timestamp('2017-09-03 00:00:00')]",12,0,11,0,16.073333333333334,2.191818181818182,13.881515151515153,-5.041181818181817,0.8636363636363636,2.191818181818182,16.074655960824145,-13.882837779005964,-152.7112155690656,0.16883116883116883,83.11688311688312,S0085,P0461,P0658
2,"[Timestamp('2018-03-23 00:00:00'), Timestamp('2018-04-04 00:00:00')]","[Timestamp('2018-04-05 00:00:00'), Timestamp('2018-04-09 00:00:00')]",13,0,5,0,8.29076923076923,0.0,8.29076923076923,-4.042,1.0,0.0,8.288113313230014,-8.288113313230014,-41.44056656615007,0.058941058941058944,94.10589410589411,S0085,P0461,P0747
