reviewerName,hotelId,overallScore,originalReviewText,reviewText,cleanlinessScore,comfortScore,serviceScore,foodScore,locationScore,travelType,travelTypeDisplayName,travelTheme,travelThemeDisplayName,travelPurpose,travelKeywords,language,timestamp,anonymous,recommended,approved,sideBar,curated,translated,tagList,photoDataDisplaysList,businessReply,reviewId,reactionSummaries,profileId,sharedUrl,travelPurposeText
Duonf H. ,3000010042556,9.4,"gần chợ, phòng ok. Nhân viên nam chưa nhiệt tình chỉ xe","near market, room ok. The male staff is not enthusiastic to point the car",10.0,10.0,8.0,,10.0,,,,,,[],ENGLISH,1691904508386,False,False,True,False,True,True,,[],,127659665,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",91725393,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Thi L. T. ,3000010042556,9.4,"Đây là chuyến du lịch lần đầu lên Đà Lạt của gia đình mình .Khách sạn gần trung tâm rất tiện cho đi lại , lúcnhận phòng rất sạch sẽ , không gian thoáng mát, đầy đủ tiện nghi ạ, anh chị chủ cũng rất nhiệt tình ạ, khách sạn có hỗ trợ ô che mưa nắng cho khách cũng như cho thuê xe máy chạy, nói chung là oke, giá cả hợp lí. Sau này có dịp lên chơi mình cũng sẽ chọn lại khách sạn này và giới thiệu thêm nhiều bạn bè người thân. ","This is my family's first trip to Da Lat. The hotel near the center is very convenient for commuting, when check-in is very clean, airy space, full of amenities, the owner is also very enthusiastic. Yes, the hotel supports sun umbrellas for guests as well as motorbike rental, generally ok, reasonable price. Later, when I have the opportunity to play, I will choose this hotel again and introduce more friends and relatives.",10.0,10.0,8.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",ENGLISH,1690533886764,False,False,True,False,True,True,,[],,127626183,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",261378012,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Thi Q. L. ,3000010042556,9.4,"khách sạn ok, tiện ích, bạn nhân viên rất đáng yêu nhé.","The hotel is ok, convenient, the staff is very lovely.",10.0,10.0,10.0,,8.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}",[],ENGLISH,1680233798390,False,False,True,False,True,True,,[],,127323443,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",271241674,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Phung H. M. ,3000010042556,9.4,"Sạch sẽ, gần chợ. Sẽ đến khi có dịp","Clean, near the market. Will come when the opportunity",10.0,10.0,10.0,,8.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1669812952170,False,False,True,False,True,True,,[],,127049643,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Ngoc X. V. N. ,3000010042556,9.4,Phòng sát thang máy nên lúc sáng hơi ồn. Nhưng vẫn hài lòng về dịch vụ của khách sạn.,"The room is close to the elevator, so it's a bit noisy in the morning. But still satisfied with the service of the hotel.",10.0,8.0,10.0,,10.0,,,,,,[],ENGLISH,1662208014619,False,False,True,False,True,True,,[],,126868025,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",51444384,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
My M. ,3000010042556,9.4,"Khách sạn ok, quản lý nhẹ nhàng","The hotel is ok, the management is gentle",10.0,10.0,10.0,,8.0,,,,,,[],ENGLISH,1658980164809,False,False,True,False,True,True,,[],,126778946,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",244941165,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Thi T. H. N. ,3000010042556,9.4,"Chúng tôi đã có kỳ nghỉ rất tuyệt. khách sạn sạch sẽ, thoáng. Vị trí gần các quán ăn ngon, gần trung tâm. Tuy nhiên 1 điểm trừ là khách sạn không có chỗ đỗ ô tô nên phải để ngoài đường.","We had a great vacation. The hotel is clean and airy. The location is close to good restaurants, close to the center. However, 1 minus point is that the hotel does not have a car park, so it has to be left on the street.",10.0,10.0,8.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}, {'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",ENGLISH,1656471747870,False,False,True,False,True,True,,[],,126691202,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",220975143,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Thi V. T. L. ,3000010042556,9.4,"Khách sạn sạch sẽ, gần trung tâm rất thuận tiện, các bạn lễ tân cực nice và tư vấn khá nhiều! Lần sau trở lại Đà Lạt mình sẽ quay lại !","The hotel is clean, close to the center, very convenient, the receptionists are very nice and give a lot of advice! Next time I come back to Dalat, I will come back!",10.0,10.0,8.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1654734421120,False,False,True,True,True,True,,[],,126634903,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",227732261,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Pham T. H. P. ,3000010042556,9.4,"Phòng sạch sẻ, nhân viên thân thiện, giá cả phù hợp. Nếu có dịp mình sẽ quay lại ở đây.","Clean room, friendly staff, reasonable price. If I have a chance I will come back here.",10.0,10.0,8.0,,10.0,,,,,,[],ENGLISH,1651586685492,False,False,True,True,True,True,,[],,126502528,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",38002138,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Nguyen N. A. N. ,3000010042556,9.4,"Chủ khách sạn rất thân thiện, cho tụi mình nhận phòng sớm, phòng sạch sẽ, mọi thứ rất tốt có điều lavabo không được sạch cho lắm, nhà vệ sinh tầng trên tầng dưới không cách âm nên hơi ồn, còn lại là rất tốt","The hotel owner is very friendly, let us check in early, the room is clean, everything is very good, but the lavabo is not very clean, the toilet upstairs and downstairs is not soundproof so it is a bit noisy, the rest is very good",8.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1650092252773,False,False,True,True,True,True,,[],,126459899,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",159198673,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Thuy N. V. ,3000010042556,9.4,"Chuyến đi thành công rực rỡ với 3 đêm nghỉ tại đây. Khách sạn sạch sẽ, ngay gần trung tâm thành phố, đi bộ thăm quan chợ đêm và hồ Xuân Hương rất tiện. Phòng khá rộng và sạch sẽ. Lần sau sẽ quay lại đây","The trip was a great success with 3 nights staying here. The hotel is clean, right near the city center, walking to visit the night market and Xuan Huong lake is very convenient. Room is quite large and clean. Next time will come back here",10.0,10.0,8.0,,10.0,,,,,,[],ENGLISH,1649295331213,False,False,True,True,True,True,,[],,126436337,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",166555185,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Nguyen T. P. ,3000010042556,9.4,Phòng sạch sẽ. Nhân viên phục vụ tốt. Gần chợ. Check in sớm không phụ phí.,Clean room. Good service staff. Near market. Early check-in is free of charge.,8.0,10.0,10.0,,10.0,,,,,,[],ENGLISH,1644197308542,False,False,True,False,True,True,,[],,126227157,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",48334007,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Hoang Q. H. ,3000010042556,9.4,"Ngoài điểm trừ là phòng mình có view vào tường khách sạn khác ra thì mọi thứ đều rất tốt, gần trung tâm, phòng sạch sẽ, mấy bạn lễ tân và cô phục vụ phòng thân thiện.","Apart from the minus point that my room has a view to the other hotel wall, everything is very good, near the center, clean rooms, friendly receptionists and waitresses.",10.0,10.0,10.0,8.0,8.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1639974300516,False,False,True,False,True,True,,[],,126017587,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",102287306,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Doan V. D. L. ,3000010042556,9.4,"Nhân viên dễ thương, phòng sạch sẽ, thoáng mát. Đây đã lần thứ 2 mình ở đây. Chỉ có điều cách âm không tốt lắm","Lovely staff, clean and airy room. This is my 2nd time here. Only soundproof is not very good",10.0,10.0,8.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}, {'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",ENGLISH,1639972249402,False,False,True,False,True,True,,[],,126017419,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",132991191,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Nguyen T. M. H. ,3000010042556,9.1,"Giá hợp lý, cách âm khách sạn không được tốt lắm, hơi ồn nhưng nhìn chung với vị trí, giá cả thì khách sạn rất ok. Lễ tân lịch sự, nhiệt tình.","The price is reasonable, the soundproofing of the hotel is not very good, a bit noisy but in general with the location and price, the hotel is very ok. Reception polite and enthusiastic.",8.0,8.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1663648859052,False,False,True,False,True,True,,[],,126905079,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",245036174,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Luu H. A. ,3000010042556,9.1,"Ngoại trừ việc phòng cách âm kém ra thì mọi thứ đều rất ok. Khoản này cũng là một vấn đề cần suy nghĩ vì bạn mình rất khó ngủ nên cần phòng yên tĩnh. Ngoại trừ chuyện đó thì phòng sạch sẽ, nhân viên trẻ và thân thiện, gần trung tâm, nước nóng luôn sẵn 24/24. Mình quên đồ còn được khách sạn dọn phòng phát hiện ra, báo lại và gửi đồ ra giúp nữa ❤","Except for the poor soundproofing, everything is fine. This is also a problem to think about because my friend has a hard time sleeping, so he needs a quiet room. Except that, the room is clean, the staff is young and friendly, near the center, hot water is available 24/24. I forgot my stuff and was discovered by the housekeeping hotel, reported it and sent it out for help ❤",10.0,8.0,8.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1657166031239,False,False,True,False,True,True,,[],,126718634,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",236077109,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Phuong D. ,3000010042556,9.1,"Đây là lần thứ 2 tôi lưu trú tại khách sạn này. Khách sạn tinh tế, đã gọi điện hỏi thăm trước về thời gian tôi đến nơi. Thời gian tôi đến nơi là rạng sáng, nhưng khách sạn đã có người trực thức sẵn chờ tôi. Bạn nhân viên đã hỗ trợ bố trí phòng ở tạm, trong khi chờ đợi phòng tôi đặt sẵn sàng. Nhìn chung, các dịch vụ tại khách sạn khá tốt, nhân viên nhiệt tình và thân thiện.","This is my 2nd time staying at this hotel. Exquisite hotel, called to inquire about my arrival time. I arrived at dawn, but the hotel had someone on duty waiting for me. The staff member helped arrange a temporary room while waiting for the room I booked to be ready. In general, the service at the hotel is quite good, the staff is enthusiastic and friendly.",10.0,8.0,8.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1648544051377,False,False,True,False,True,True,,[],,126410516,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",17486996,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Hung H. ,3000010042556,9.1,"Phòng ở tầng 5 view cực đẹp, cực chill. Quá xứng đáng","The room on the 5th floor has a very nice view, very chill. Too deserving",10.0,10.0,8.0,,8.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",ENGLISH,1647255656688,False,False,True,False,True,True,,[],,126358248,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",212584642,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Mai H. H. ,3000010042556,9.1,"Khách sạn sạch sẽ, nhân viên các bộ phận đều rất thân thiện, cô chủ thì siêu kute. Khách sạn ở ngay trung tâm nên buổi tối đi bộ rất tiện. Tôi rất hài lòng với trải nghiệm ở đây","The hotel is clean, the staff in all departments are very friendly, the owner is super kute. The hotel is right in the center, so it's very convenient to walk at night. I am very satisfied with my experience here",8.0,10.0,8.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",ENGLISH,1646203256462,False,False,True,False,True,True,,[],,126316419,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",216962367,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Kim T. V. ,3000010042556,9.1,"Khách sạn ấm cúng, sạch sẽ, dọn phòng mỗi sáng, nhânviên lễ tân dễ thương hỗ trợ khách hết mình. Vị trí kháchsạn cũng tiện gần chợ. Lần sau có dịp sẽ ở lại đây.","The hotel is cozy, clean, clean the room every morning, lovely front desk staff to support guests best. The hotel location is also convenient near the market. Next time have the opportunity to stay here.",8.0,10.0,10.0,,8.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1644832630363,False,False,True,True,True,True,,[],,126264915,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",19507431,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Le A. H. ,3000010042556,9.0,"Khách sạn gần Chợ, đi tầm 3' là ra đến Chợ rồi rất tiện luôn. Các bạn nhân viên nhiệt tình, thân thiện và hỗ trợ mình nhận phòng sớm nữa. Tuy nhiên, tường phòng bị ẩm mốc nhìu, ly cốc chưa sạch, tủ quần áo bị dơ và gãy phần dưới. Tường cách âm rất kém, nghe rõ tiếng ồn bên ngoài nên hơi khó ngủ xíu :(. Nhưng Khách sạn thuận tiện, dịch vụ tốt, giá tốt nên mình vẫn recommend nhé :D","The hotel is close to the market, it's very convenient to walk about 3 minutes to the market. The staff are enthusiastic, friendly and help you check in early. However, the wall of the room is moldy, the cups are not clean, the wardrobe is dirty and the bottom is broken. The soundproof wall is very poor, can hear the outside noise clearly, so it's a bit difficult to sleep :( But the hotel is convenient, the service is good, the price is good, so I still recommend it :D",6.0,8.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}",[],ENGLISH,1663229681398,False,False,True,False,True,True,,[],,126894527,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",107594486,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Minh P. ,3000010042556,9.0,Nhân viên Lễ tân và House kepping nhiệt tình.Chỉ mỗi điều nên check lại phòng kỹ trước khi khách check in.Một số chi tiết còn bụi như lâu rồi không vệ sinh.,Receptionist and House kepping staff are enthusiastic. Only thing should check the room carefully before guests check in. Some details are still dusty like long time no cleaning.,6.0,10.0,8.0,,10.0,,,,,,[],ENGLISH,1647484341693,False,False,True,False,True,True,,[],,126365571,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",116770130,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Thai N. K. M. ,3000010042556,8.9,"Anh nhân viên nhiệt tình dễ thương lắm ạaa , dịch vụ ok gần chợ đêm đi bộ ra là được , phòng ok hơn mình nghĩ","The staff is very cute and enthusiastic, the service is ok, near the night market, it's okay to walk out, the room is better than I thought",6.0,6.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1665481199338,False,False,True,False,True,True,,[],,126949797,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '6', 'hadReacted': False}}}",208911849,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Thienquy T. ,3000010042556,8.8,"Phòng sạch đẹp, giá ổn so với các khách sạn cùng hạng","Nice clean room, good price compared to other hotels of the same class",8.0,8.0,8.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}",[],ENGLISH,1689906835571,False,False,True,False,True,True,,[],,127609280,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",291442055,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Son T. ,3000010042556,8.8,"Thêm phí gửi ô tô 90k ở bãi giữ xe, phòng không cách âm tốt nên ồn kinh khủng, wc hôi, nhân viên ok, gần chợ Đà Lạt","Extra fee for car parking 90k in the parking lot, the room is not soundproof so it's terrible, the toilet is foul, the staff is ok, near Da Lat market",8.0,8.0,8.0,,10.0,,,,,,[],ENGLISH,1686891888775,False,False,True,False,True,True,,[],,127511747,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",234614239,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Atitaya K. ,3000010042556,8.8,ที่พักอยู่ใกล้ตลาด เดินทางสะดวก ห้องสะอาด แต่ไม่มีแอร์ มีพัดลมให้ อากาศกลางคืนช่วงเมษาประมาณ 15 องศา พนักน่ารัก พูดภาษาอังกฤษได้,"The accommodation is near the market, convenient to travel, the room is clean, but without air conditioning, there is a fan for the night air in April, about 15 degrees, the lovely staff can speak English.",10.0,8.0,8.0,8.0,8.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}, {'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",ENGLISH,1682566588012,False,False,True,False,True,True,,[],,127377906,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Thi T. A. V. ,3000010042556,8.8,"Chúng tôi rất hài lòng với sự ân cần chu đáo của đội ngũ nhân viên ở The Grace Hotel. Phòng sạch sẽ, nhưng hơi nhỏ. Vị trí khách sạn rất thuận tiện, rất gần trung tâm.","We are very pleased with the attentiveness of the staff at The Grace Hotel. Room is clean, but a bit small. The location of the hotel is very convenient, very close to the center.",10.0,8.0,8.0,8.0,8.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",ENGLISH,1660209348620,False,False,True,False,True,True,,[],,126814963,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",22395818,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Nguyen T. H. ,3000010042556,8.8,"Khách sạn đẹp, sạch sẽ và lễ tân phục vụ nhiệt tình. Mình có nhận phòng sớm nhưng không mất phí phụ thu. Phòng gần quảng trường và chợ đêm Đà Lạt thuận tiện cho việc đi lại","The hotel is beautiful, clean and the reception is enthusiastic. I have early check-in but no surcharge. The room is near the square and Da Lat night market, convenient for traveling",10.0,8.0,8.0,,8.0,,,,,,[],ENGLISH,1654186734320,False,False,True,True,True,True,,[],,126617233,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",172419421,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Minh A. ,3000010042556,8.8,Phòng hợp lý với giá tiền tuy nhiên cách âm hơi kém khá ồn ào. Bù lại nhân viên rất thân thiện và giúp khách rất nhiệt tình. Có thể sẽ quay lại ^^,"The room is reasonable for the price, but the soundproofing is a bit poor, quite noisy. In return, the staff is very friendly and very enthusiastic to help guests. Maybe will come back ^^",8.0,8.0,10.0,,8.0,,,,,,[],ENGLISH,1653528274183,False,False,True,False,True,True,,[],,126592840,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",171645042,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Thi K. V. P. ,3000010042556,8.8,"Nhân viên nhiệt tình, hỗ trợ check in sớm. Phòng sạch sẽ tiện nghi","Friendly staff, early check-in support. Clean and comfortable room",8.0,8.0,10.0,8.0,8.0,,,,,,[],ENGLISH,1652269780558,False,False,True,False,True,True,,[],,126543781,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",188585017,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Nguyen T. L. ,3000010042556,8.8,Khách sạn sạch sẽ. Nhân viên lễ tân thân thiện. Có thể lần sau sẽ trờ lại đây :),Clean hotel. Friendly front desk staff. Maybe next time will come back here :),10.0,8.0,8.0,,8.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'SOLO', 'travelKeywordText': 'Sendiri'}]",ENGLISH,1641211001604,False,False,True,False,True,True,,[],,126093102,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",109952418,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Thu N. T. ,3000010042556,8.7,"khách sạn có vị trí tốt nhưng phòng không cách âm, nên khá ồn, tôi không thể ngủ vào ban ngày. Phòng nhỏ và hơi cũ.","the hotel has a good location but the room is not soundproof, so it is quite noisy, I can't sleep during the day. Room is small and a bit old.",8.0,6.0,8.0,,10.0,,,,,,[],ENGLISH,1671951356944,False,False,True,False,True,True,,[],,127100583,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",12405307,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Vo T. L. N. ,3000010042556,8.7,Phòng bí. Ở trung tâm nhưng giá khá tốt. Khách sạn chỉ thích hợp với những bạn trẻ đi cả ngày tối về ngủ. Còn người lớn đi nghĩ dưỡng thì không phù hợp cho lắm. Lên tầng 1 phải đi cầu thang.,"Secret room. In the center but the price is quite good. The hotel is only suitable for young people who go all day and night to sleep. It is not suitable for adults to go to convalescence. To get to the first floor, you have to take the stairs.",6.0,8.0,8.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",ENGLISH,1667613151059,False,False,True,False,True,True,,[],,126998080,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '9', 'hadReacted': False}}}",244810416,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Nguyen D. Y. N. ,3000010042556,8.7,"Khách sạn ok nhưng cách âm quá kém, tiếng phòng trên ngoài hành lang nói cười ngủ không đc, phòng nhiều côn trùng.","The hotel is ok, but the soundproofing is too poor, the sound of the room on the hallway talking and laughing can't sleep, the room has a lot of insects.",8.0,6.0,8.0,,10.0,,,,,,[],ENGLISH,1651819554150,False,False,True,False,True,True,,[],,126515670,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",46594132,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Le T. H. T. ,3000010042556,8.5,khách sạn sạch sẽ nhưng phòng wc hơi có mùi,The hotel is clean but the toilet room is a bit smelly,8.0,8.0,8.0,,8.0,,,,,,[],ENGLISH,1691647189975,False,False,True,False,True,True,,[],,127654073,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",36727848,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Huynh N. A. D. ,3000010042556,8.5,"Phòng sạch sẽ, không nên thuê xe máy tại khách sạn vì không tính 24h , vị trí khá thuận lợi, phòng cơ bản ở được, khách sạn cho nhận p sớm không tính phí. Mình đi chủ yếu đi tham quan ít ở p nên thấy tạm ổn","The room is clean, it is not recommended to rent a motorbike at the hotel because it does not count for 24 hours, the location is quite convenient, the room is basic, the hotel allows early pick up without charge. I go mainly to visit a little in p, so it's okay",8.0,8.0,8.0,8.0,8.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1682264308664,False,False,True,False,True,True,,[],,127364672,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",166069159,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Nguyen H. A. ,3000010042556,8.5,Nói chung chất lượng phòng xứng với giá tiền. Phòng cách âm kém nên khá ồn.,"In general, the quality of the room is worth the price. The room has poor soundproofing so it is quite noisy.",8.0,8.0,8.0,,8.0,,,,,,[],ENGLISH,1682069045733,False,False,True,False,True,True,,[],,127359053,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",145972199,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Pham D. V. ,3000010042556,8.5,"Ở 2 đêm khách sạn tự dọn phòng của ngày đầu tiên, bỏ thêm nước, khăn, bàn chải mới, về đến phòng hơi bất ngờ!","Stayed 2 nights, the hotel cleaned the room on the first day, added water, towels, new brushes, came back to the room a bit surprised!",8.0,8.0,8.0,,8.0,,,,,,[],ENGLISH,1681103795696,False,False,True,False,True,True,,[],,127340237,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Pham T. T. ,3000010042556,8.5,"Khách sạn sạch sẽ, vui vẻ, sẽ giới thiệu bạn bè và ghé ủng hộ lần sau, mua tại traveloka rẻ hơn tiết kiệm hơn.","The hotel is clean, happy, will introduce friends and support next time, buying at traveloka is cheaper and more economical.",8.0,8.0,8.0,,8.0,,,,,,[],ENGLISH,1680647949608,False,False,True,False,True,True,,[],,127331356,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",212747253,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
