text,aspect,sentiment,neu_score,neg_score,pos_score,reviewId,singular_aspect
"Large, airy, beautiful room. enthusiastic staff",airy,positive,0.0004549383,0.0010307329,0.99851435,126290704,airy
"Large, airy, beautiful room. enthusiastic staff",room,positive,0.0005449583,0.0009124941,0.99854255,126290704,room
"Large, airy, beautiful room. enthusiastic staff",staff,positive,0.00045920908,0.0010948733,0.9984459,126290704,staff
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",minus point,positive,0.0039280304,0.0028643468,0.99320763,126150640,minus point
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",hearing echoes,negative,0.0022371034,0.9769105,0.020852435,126150640,hearing echo
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",reception,positive,0.16326182,0.097062856,0.7396753,126150640,reception
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",rent,neutral,0.5203858,0.22742462,0.25218958,126150640,rent
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",scooter,negative,0.22193442,0.67641824,0.1016474,126150640,scooter
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",hour,neutral,0.61863244,0.3627466,0.018620957,126150640,hour
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",car,negative,0.27241045,0.6780948,0.049494766,126150640,car
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",oclock,neutral,0.5632073,0.2576493,0.17914337,126150640,oclock
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",day,neutral,0.98272026,0.0072597996,0.010020004,126150640,day
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",room,neutral,0.9145496,0.014357235,0.07109318,126150640,room
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",card,neutral,0.816055,0.07607949,0.10786552,126150640,card
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",point,positive,0.020302165,0.3514886,0.6282093,126150640,point
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",checkin,positive,0.009573013,0.001474257,0.98895276,126150640,checkin
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",charge,positive,0.21075417,0.15922865,0.63001716,126150640,charge
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",soundproofing,negative,0.0018847134,0.9804345,0.017680805,126150640,soundproofing
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",rooms,neutral,0.9106445,0.025901489,0.0634541,126150640,room
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",bottles,positive,0.38978457,0.051743943,0.5584715,126150640,bottle
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",water,neutral,0.86308503,0.018305743,0.118609205,126150640,water
"Enthusiastic reception, rent a scooter 120k, calculated according to the rental hour, if I rent a car from 12 oclock, it will be charged for half a day. Lock the room with a magnetic card. The plus point is early checkin at no extra charge. The minus point is that the soundproofing is not good, hearing echoes from other rooms. The room has 2 standard free bottles of water per day with tea and",tea,neutral,0.9864927,0.0021053816,0.011401891,126150640,tea
"Clean hotel, close to the city center. Very convenient",city center,positive,0.0015840746,0.0008829097,0.99753296,126563350,city center
"Clean hotel, close to the city center. Very convenient",hotel,positive,0.000850736,0.0008780146,0.9982712,126563350,hotel
"Clean hotel, close to the city center. Very convenient",convenient,positive,0.0006956694,0.000923739,0.99838054,126563350,convenient
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",Perfect vacation,positive,0.00048989867,0.0009827864,0.9985273,126436341,Perfect vacation
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",city center,positive,0.0013989144,0.0009273963,0.9976737,126436341,city center
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",hotel,positive,0.0020981338,0.0011923756,0.99670947,126436341,hotel
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",convenient,positive,0.00058954366,0.00094262505,0.99846786,126436341,convenient
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",eat,positive,0.0017319071,0.00082042837,0.9974477,126436341,eat
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",opportunity,positive,0.0012126934,0.0015585776,0.9972287,126436341,opportunity
"Perfect vacation, the hotel is located near the city center, very convenient to go out and eat. Room is quite spacious and clean. If I have the opportunity to come back, I will choose this place as a place to stop",place,positive,0.0003096632,0.0010174708,0.99867284,126436341,place
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",walking distance,positive,0.050011694,0.0050672945,0.944921,126390720,walking distance
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",room,neutral,0.69633025,0.019041983,0.28462777,126390720,room
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",picture,neutral,0.8596144,0.020073613,0.120312005,126390720,picture
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",staff,positive,0.0041107396,0.0049018706,0.99098736,126390720,staff
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",ok,positive,0.3002726,0.007838531,0.69188887,126390720,ok
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",price,neutral,0.68692005,0.07420349,0.23887643,126390720,price
"The room is like the picture, the staff is also enthusiastic. Overall ok for the price. Hotel is easy to find, walking distance to the market. Its ok in general",market,neutral,0.50020504,0.00457023,0.4952247,126390720,market
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",door card,positive,0.06977423,0.067084074,0.86314166,126384376,door card
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",disturb request,neutral,0.7173867,0.10643404,0.17617922,126384376,disturb request
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",staff,positive,0.0016912103,0.018794516,0.97951424,126384376,staff
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",center,positive,0.0009044167,0.00085221766,0.99824333,126384376,center
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",room,negative,0.093300015,0.55245775,0.35424224,126384376,room
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",downside,positive,0.020251285,0.41700295,0.56274575,126384376,downside
"Friendly staff, close to the center, clean room. But the downside, the room is not soundproof, can clearly hear the loud outside. Having a door card (do not disturb request to clean the room) is better.",outside,negative,0.0063750083,0.9873712,0.006253821,126384376,outside
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",Enthusiastic reception,positive,0.00052672066,0.0009796317,0.9984937,126377554,Enthusiastic reception
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",night market,positive,0.06863547,0.0023927167,0.9289718,126377554,night market
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",center,positive,0.0031188356,0.0015072026,0.995374,126377554,center
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",cafe,positive,0.1099088,0.0048442944,0.88524693,126377554,cafe
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",morning,neutral,0.8915839,0.010224219,0.098191895,126377554,morning
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",evening,neutral,0.9596202,0.002304568,0.038075224,126377554,evening
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",parents,neutral,0.9871682,0.0021722962,0.0106595,126377554,parent
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",praise,positive,0.34336746,0.0036593091,0.65297323,126377554,praise
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",owner,positive,0.0006990874,0.0009038015,0.99839705,126377554,owner
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",mother,neutral,0.9559637,0.004895677,0.03914056,126377554,mother
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",market,positive,0.44175634,0.0073669557,0.55087674,126377554,market
"Good, clean Enthusiastic reception Near the center, walk to the cafe in the morning, go to the night market in the evening I go with my parents and praise it. The owner is friendly when checking out my mother when she went to the market to ask for delicious onions, did you give your mother 1",onions,positive,0.0036704584,0.0016489252,0.9946806,126377554,onion
"The hotel is okay, very close to the center, clean and the reception is enthusiastic and lovely.",hotel,positive,0.08877069,0.011873959,0.8993553,127000916,hotel
"The hotel is okay, very close to the center, clean and the reception is enthusiastic and lovely.",center,positive,0.0024258748,0.0014524527,0.9961217,127000916,center
"The hotel is okay, very close to the center, clean and the reception is enthusiastic and lovely.",reception,positive,0.0005504884,0.0009858608,0.99846363,127000916,reception
"The room is so ok, there is a view of the city too Next time I go to Dalat, I will definitely visit again",room,neutral,0.9530443,0.010413358,0.03654243,126865545,room
"The room is so ok, there is a view of the city too Next time I go to Dalat, I will definitely visit again",view,positive,0.0013040885,0.00094919885,0.99774665,126865545,view
"The room is so ok, there is a view of the city too Next time I go to Dalat, I will definitely visit again",city,positive,0.004051648,0.0014201018,0.99452823,126865545,city
"The room is so ok, there is a view of the city too Next time I go to Dalat, I will definitely visit again",time,positive,0.19631766,0.019152753,0.7845296,126865545,time
Room is clean and airy. Nice room in the price range.,price range,positive,0.0011104443,0.0009230345,0.9979665,126639018,price range
Room is clean and airy. Nice room in the price range.,Room,positive,0.0009562816,0.00087053457,0.99817324,126639018,Room
Room is clean and airy. Nice room in the price range.,airy,positive,0.00074557785,0.00087523146,0.99837923,126639018,airy
Room is clean and airy. Nice room in the price range.,room,positive,0.0009562821,0.0008705345,0.99817324,126639018,room
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",staff attitude,positive,0.00068005,0.0010120176,0.99830794,126183649,staff attitude
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",time,positive,0.20476025,0.3674054,0.4278343,126183649,time
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",hotel,positive,0.3342277,0.13493598,0.5308363,126183649,hotel
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",price,negative,0.07427356,0.9013089,0.0244176,126183649,price
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",quality,positive,0.01301676,0.061424233,0.92555904,126183649,quality
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",room,neutral,0.841368,0.080473155,0.07815884,126183649,room
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",type,negative,0.35940346,0.6102432,0.030353362,126183649,type
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",app,neutral,0.876079,0.089249104,0.034671824,126183649,app
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",view,negative,0.014761116,0.9792027,0.0060362723,126183649,view
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",wifi,negative,0.0017712497,0.99124384,0.0069849244,126183649,wifi
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",return,positive,0.10137403,0.0095754145,0.88905054,126183649,return
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",area,positive,0.0013611207,0.0025627986,0.99607605,126183649,area
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",market,positive,0.0052572917,0.0017011263,0.99304163,126183649,market
"The last time I booked directly at a hotel with a higher price, the quality of the room was better, this time with the same type of room booked on the app, I could choose a small room, no view, lower quality, poor wifi. In return, the staff attitude is good, the area is near the market, quiet. Suitable for you going out all day, just going to the room to sleep is ok.",day,neutral,0.8523914,0.008731347,0.13887726,126183649,day
"The car park is nearly 300 meters away from the hotel and is unattended during the day, so it is a high risk (daytime parking and selfmanaged driver)",car park,negative,0.02944489,0.9625456,0.008009503,127490786,car park
